batch_id,step,temp,humidity,temp_delta,unsafe_mins,damage,potency_pct,risk_score,status,scenario,will_breach_10min,anomaly_flag
0,129,5.0,62.51,-0.3483,35,4.6505,72.45,39.6,SAFE,door_open,1,0
0,130,5.93,77.08,0.9298,35,4.6505,72.45,47.6,SAFE,door_open,1,0
0,131,8.624,78.41,2.6941,35,4.6505,72.45,52.6,WARNING,door_open,1,0
0,132,8.448,73.62,-0.1763,36,4.738,72.01,44.1,SAFE,door_open,0,0
0,133,9.41,71.08,0.9629,37,4.8234,71.59,52.8,WARNING,door_open,0,0
0,134,8.163,65.65,-1.2479,38,4.9203,71.11,43.8,SAFE,door_open,0,0
0,135,8.173,67.54,0.0106,39,5.0023,70.7,44.8,SAFE,door_open,0,0
0,136,9.286,77.07,1.1127,40,5.0844,70.3,62.6,WARNING,door_open,0,0
0,137,7.972,77.14,-1.3144,41,5.1798,69.84,53.3,WARNING,door_open,0,0
0,138,7.513,85.97,-0.4588,41,5.1798,69.84,53.3,WARNING,door_open,0,0
0,139,6.457,81.63,-1.0557,41,5.1798,69.84,53.3,WARNING,door_open,0,0
0,140,6.5,79.86,0.0429,41,5.1798,69.84,53.3,WARNING,door_open,0,0
0,141,6.731,62.39,0.2307,41,5.1798,69.84,45.3,SAFE,door_open,0,0
0,142,5.963,75.15,-0.7678,41,5.1798,69.84,53.3,WARNING,door_open,0,0
0,143,5.828,58.14,-0.1345,41,5.1798,69.84,45.3,SAFE,door_open,0,0
0,144,6.276,74.76,0.4474,41,5.1798,69.84,45.3,SAFE,door_open,0,0
0,145,5.98,68.03,-0.296,41,5.1798,69.84,45.3,SAFE,door_open,0,0
0,146,5.3,73.38,-0.6794,41,5.1798,69.84,45.3,SAFE,door_open,0,0
0,147,5.027,70.92,-0.2737,41,5.1798,69.84,45.3,SAFE,door_open,0,0
0,148,5.381,69.64,0.354,41,5.1798,69.84,45.3,SAFE,door_open,0,0
0,149,5.095,71.29,-0.2862,41,5.1798,69.84,45.3,SAFE,door_open,0,0
0,150,5.244,64.22,0.1491,41,5.1798,69.84,45.3,SAFE,door_open,0,0
0,151,5.274,67.93,0.0305,41,5.1798,69.84,45.3,SAFE,door_open,0,0
0,152,5.726,73.19,0.452,41,5.1798,69.84,45.3,SAFE,door_open,1,0
0,153,5.468,71.59,-0.2585,41,5.1798,69.84,45.3,SAFE,door_open,1,0
0,154,5.006,80.12,-0.4618,41,5.1798,69.84,53.3,WARNING,door_open,1,0
0,155,5.0,66.67,-0.0059,41,5.1798,69.84,45.3,SAFE,door_open,1,0
0,156,5.835,82.32,0.8354,41,5.1798,69.84,53.3,WARNING,door_open,1,0
0,157,7.012,65.76,1.1762,41,5.1798,69.84,45.3,SAFE,door_open,1,0
0,158,8.606,61.01,1.5943,41,5.1798,69.84,50.2,WARNING,door_open,0,0
0,159,8.146,68.8,-0.4596,42,5.2671,69.42,47.2,SAFE,door_open,0,0
0,160,9.706,74.57,1.5597,43,5.3489,69.03,60.0,WARNING,door_open,0,0
0,161,9.135,74.17,-0.5708,44,5.4494,68.55,55.9,WARNING,door_open,0,0
0,162,9.115,63.14,-0.0197,45,5.543,68.1,56.1,WARNING,door_open,0,0
0,163,7.577,78.69,-1.5379,46,5.6364,67.66,55.5,WARNING,door_open,0,0
0,164,6.955,74.09,-0.6225,46,5.6364,67.66,47.5,SAFE,door_open,0,0
0,165,6.788,72.42,-0.1669,46,5.6364,67.66,47.5,SAFE,door_open,0,0
0,166,5.914,66.93,-0.8738,46,5.6364,67.66,47.5,SAFE,door_open,0,0
0,167,6.457,73.88,0.5426,46,5.6364,67.66,47.5,SAFE,door_open,0,0
0,168,6.66,59.56,0.2032,46,5.6364,67.66,47.5,SAFE,door_open,0,0
0,169,6.316,70.24,-0.3442,46,5.6364,67.66,47.5,SAFE,door_open,0,0
0,170,5.51,66.23,-0.8062,46,5.6364,67.66,47.5,SAFE,door_open,0,0
0,171,4.837,48.58,-0.6723,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,172,5.074,53.1,0.237,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,173,4.864,55.32,-0.2098,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,174,4.543,50.03,-0.3211,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,175,6.039,51.12,1.4958,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,176,5.573,50.46,-0.4658,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,177,5.232,49.72,-0.341,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,178,4.932,46.1,-0.3005,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,179,5.172,45.74,0.2403,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,180,5.266,55.43,0.0941,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,181,5.147,48.57,-0.1196,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,182,5.182,48.46,0.035,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,183,5.374,40.84,0.1926,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,184,4.866,40.05,-0.5085,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,185,4.402,56.82,-0.4638,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,186,5.358,46.4,0.9561,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,187,4.399,35.18,-0.9591,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,188,4.783,62.1,0.3836,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,189,5.174,47.2,0.3914,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,190,5.186,42.2,0.0121,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,191,4.966,53.95,-0.2205,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,192,5.138,53.34,0.1723,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,193,4.725,54.49,-0.4132,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,194,5.652,45.15,0.9269,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,195,4.645,56.68,-1.0067,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,196,4.923,57.02,0.2785,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,197,4.823,57.28,-0.1005,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,198,5.053,51.29,0.2296,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,199,5.626,48.19,0.5733,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,200,4.624,47.76,-1.0023,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,201,5.181,42.17,0.5574,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,202,5.255,47.31,0.0741,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,203,5.459,38.03,0.2041,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,204,4.685,41.57,-0.7738,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,205,4.67,51.24,-0.0159,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,206,4.928,48.73,0.2588,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,207,4.936,51.02,0.008,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,208,4.597,53.53,-0.3397,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,209,5.265,51.93,0.6685,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,210,5.223,51.48,-0.0425,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,211,5.814,49.56,0.5914,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,212,4.877,46.23,-0.9369,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,213,4.587,43.78,-0.2901,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,214,4.644,49.65,0.0574,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,215,5.134,50.26,0.4892,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,216,4.694,54.5,-0.4399,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,217,5.296,49.2,0.602,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,218,4.739,52.74,-0.5569,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,219,5.075,42.76,0.3364,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,220,4.973,51.31,-0.1024,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,221,4.64,50.95,-0.3327,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,222,4.418,56.68,-0.2221,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,223,5.499,48.74,1.0811,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,224,5.145,37.95,-0.3538,46,5.6364,67.66,47.5,SAFE,stable,0,0
0,225,4.537,48.53,-0.6079,46,5.6364,67.66,47.5,SAFE,stable,1,0
0,226,4.571,53.57,0.0337,46,5.6364,67.66,47.5,SAFE,stable,1,0
0,227,5.799,44.12,1.2278,46,5.6364,67.66,47.5,SAFE,stable,1,0
0,228,4.665,51.18,-1.1339,46,5.6364,67.66,47.5,SAFE,stable,1,0
0,229,27.188,93.94,22.5231,46,5.6364,67.66,100.0,CRITICAL,anomaly,0,1
0,230,5.5,52.0,-21.6885,47,5.9467,66.23,63.8,WARNING,anomaly,0,1
0,231,35.992,89.3,30.4926,47,5.9467,66.23,100.0,CRITICAL,anomaly,0,1
0,232,39.74,88.83,3.7475,48,6.3626,64.34,100.0,CRITICAL,anomaly,0,1
0,233,29.408,95.08,-10.3314,49,6.8235,62.32,100.0,CRITICAL,anomaly,0,1
0,234,4.999,48.0,-24.409,50,7.1604,60.88,65.0,WARNING,anomaly,0,1
0,235,36.806,80.7,31.8071,50,7.1604,60.88,100.0,CRITICAL,anomaly,0,1
0,236,4.501,50.0,-32.306,51,7.5861,59.11,65.0,WARNING,anomaly,0,1
0,237,5.499,50.0,0.998,51,7.5861,59.11,65.0,WARNING,anomaly,0,1
0,238,5.501,52.0,0.0021,51,7.5861,59.11,65.0,WARNING,anomaly,0,1
0,239,4.501,48.0,-0.9993,51,7.5861,59.11,65.0,WARNING,anomaly,0,1
0,240,5.499,50.0,0.9979,51,7.5861,59.11,65.0,WARNING,anomaly,0,1
0,241,5.0,50.0,-0.4998,51,7.5861,59.11,65.0,WARNING,anomaly,0,1
0,242,5.51,53.38,0.5103,51,7.5861,59.11,50.0,WARNING,power_failure,0,0
0,243,5.385,53.86,-0.1244,51,7.5861,59.11,50.0,WARNING,power_failure,0,0
0,244,5.821,57.32,0.4351,51,7.5861,59.11,50.0,WARNING,power_failure,0,0
0,245,5.858,57.8,0.037,51,7.5861,59.11,50.0,WARNING,power_failure,1,0
0,246,7.233,53.65,1.3756,51,7.5861,59.11,50.0,WARNING,power_failure,1,0
0,247,6.794,48.08,-0.4391,51,7.5861,59.11,50.0,WARNING,power_failure,1,0
0,248,7.31,62.39,0.5164,51,7.5861,59.11,50.0,WARNING,power_failure,1,0
0,249,7.669,50.59,0.3583,51,7.5861,59.11,50.0,WARNING,power_failure,1,0
0,250,7.868,51.52,0.1991,51,7.5861,59.11,50.0,WARNING,power_failure,1,0
0,251,9.37,53.7,1.5024,51,7.5861,59.11,61.0,WARNING,power_failure,1,0
0,252,10.395,51.39,1.0243,52,7.6825,58.72,69.2,WARNING,power_failure,1,0
0,253,9.066,48.18,-1.3283,53,7.7912,58.28,58.5,WARNING,power_failure,1,0
0,254,9.672,52.91,0.6063,54,7.884,57.91,63.4,WARNING,power_failure,1,0
0,255,11.47,56.09,1.7971,55,7.9841,57.51,77.8,WARNING,power_failure,1,0
0,256,9.984,58.34,-1.485,56,8.1057,57.02,65.9,WARNING,power_failure,1,0
0,257,10.559,56.68,0.575,57,8.2095,56.61,70.5,WARNING,power_failure,1,0
0,258,12.935,58.27,2.3751,58,8.3202,56.18,85.0,CRITICAL,power_failure,1,0
0,259,12.374,52.91,-0.5601,59,8.4594,55.64,85.0,CRITICAL,power_failure,1,0
0,260,13.966,53.26,1.5913,60,8.5919,55.13,85.0,CRITICAL,power_failure,1,0
0,261,11.738,60.99,-2.2279,61,8.7435,54.56,79.9,WARNING,power_failure,1,0
0,262,14.18,56.26,2.4419,62,8.8684,54.09,85.0,CRITICAL,power_failure,1,0
0,263,13.764,45.99,-0.4161,63,9.0226,53.51,85.0,CRITICAL,power_failure,1,0
0,264,12.01,45.72,-1.7535,64,9.1718,52.96,82.1,CRITICAL,power_failure,0,0
0,265,12.094,54.2,0.0837,65,9.2999,52.49,82.8,CRITICAL,power_failure,0,0
0,266,14.026,50.88,1.9326,66,9.429,52.03,85.0,CRITICAL,power_failure,0,0
0,267,15.113,51.1,1.0866,67,9.5813,51.48,85.0,CRITICAL,power_failure,0,0
0,268,14.257,54.11,-0.8556,68,9.7467,50.89,85.0,CRITICAL,power_failure,0,0
0,269,5.281,44.82,-8.9767,69,9.9018,50.35,50.0,WARNING,stable,0,0
0,270,4.995,48.95,-0.2855,69,9.9018,50.35,50.0,WARNING,stable,0,0
0,271,4.514,42.18,-0.4815,69,9.9018,50.35,50.0,WARNING,stable,0,0
0,272,5.274,48.25,0.7607,69,9.9018,50.35,50.0,WARNING,stable,0,0
0,273,4.591,49.52,-0.6832,69,9.9018,50.35,50.0,WARNING,stable,0,0
0,274,5.451,38.6,0.8601,69,9.9018,50.35,50.0,WARNING,stable,0,0
0,275,4.401,45.39,-1.0499,69,9.9018,50.35,50.0,WARNING,stable,0,0
0,276,5.584,51.41,1.1831,69,9.9018,50.35,50.0,WARNING,stable,0,0
0,277,5.307,44.3,-0.2775,69,9.9018,50.35,50.0,WARNING,stable,0,0
0,278,4.552,52.24,-0.7547,69,9.9018,50.35,50.0,WARNING,stable,0,0
0,279,5.023,52.74,0.4711,69,9.9018,50.35,50.0,WARNING,stable,0,0
0,280,4.925,51.39,-0.0984,69,9.9018,50.35,50.0,WARNING,stable,0,0
0,281,5.063,53.89,0.1383,69,9.9018,50.35,50.0,WARNING,stable,0,0
0,282,5.323,41.9,0.2596,69,9.9018,50.35,50.0,WARNING,stable,0,0
0,283,4.101,55.01,-1.2217,69,9.9018,50.35,50.0,WARNING,stable,0,0
0,284,5.475,44.9,1.374,69,9.9018,50.35,50.0,WARNING,stable,0,0
0,285,4.256,50.5,-1.219,69,9.9018,50.35,50.0,WARNING,stable,0,0
0,286,5.372,58.99,1.1163,69,9.9018,50.35,50.0,WARNING,stable,0,0
0,287,4.851,45.53,-0.521,69,9.9018,50.35,50.0,WARNING,stable,0,0
0,288,5.005,48.5,0.1533,69,9.9018,50.35,50.0,WARNING,stable,0,0
0,289,4.594,60.24,-0.4106,69,9.9018,50.35,50.0,WARNING,stable,0,0
0,290,5.714,55.68,1.1201,69,9.9018,50.35,50.0,WARNING,stable,0,0
0,291,4.632,54.28,-1.0824,69,9.9018,50.35,50.0,WARNING,stable,0,0
0,292,5.256,52.21,0.6242,69,9.9018,50.35,50.0,WARNING,stable,0,0
0,293,5.5,53.18,0.244,69,9.9018,50.35,50.0,WARNING,stable,0,0
0,294,5.296,53.18,-0.2039,69,9.9018,50.35,50.0,WARNING,stable,0,0
0,295,5.136,41.08,-0.1597,69,9.9018,50.35,50.0,WARNING,stable,0,0
0,296,5.033,47.22,-0.1029,69,9.9018,50.35,50.0,WARNING,stable,0,0
0,297,4.488,58.41,-0.5454,69,9.9018,50.35,50.0,WARNING,stable,0,0
0,298,5.692,56.8,1.2035,69,9.9018,50.35,50.0,WARNING,stable,0,0
0,299,5.102,56.75,-0.5895,69,9.9018,50.35,50.0,WARNING,stable,0,0
0,300,5.005,51.01,-0.0973,69,9.9018,50.35,50.0,WARNING,stable,0,0
0,301,4.563,51.98,-0.4422,69,9.9018,50.35,50.0,WARNING,stable,0,0
0,302,4.98,49.6,0.4169,69,9.9018,50.35,50.0,WARNING,stable,0,0
0,303,5.719,54.47,0.7395,69,9.9018,50.35,50.0,WARNING,stable,0,0
0,304,5.005,51.24,-0.7144,69,9.9018,50.35,50.0,WARNING,stable,0,0
0,305,5.018,48.99,0.0131,69,9.9018,50.35,50.0,WARNING,stable,0,0
